nc101_code	D2_01	D2_02	D2_03	W12_01	W12_02	W12_03	w20_01	w20_02	w20_03	w20_04	w20_05
NC101_03571	64	40	16	51	229	121	380	174	437	436	400
NC101_03572	22	15	8	19	143	46	424	212	519	505	190
NC101_03573	59	19	5	24	146	60	482	205	759	641	588
NC101_03574	19	2	4	16	39	14	34	17	77	36	168
NC101_03575	6	6	2	7	17	4	5	7	23	12	117
NC101_03576	0	0	2	1	6	3	6	2	6	13	64
NC101_03577	2	1	0	0	8	0	3	6	12	8	50
NC101_03578	15	2	4	7	28	16	16	12	36	30	116
NC101_03579	73	52	7	85	615	135	814	429	1161	1095	185
NC101_03580	154	43	19	90	614	152	755	444	1174	1031	309
NC101_03581	253	73	34	118	949	251	970	535	1700	1377	400
NC101_03582	67	16	6	40	334	76	315	196	493	440	161
NC101_03583	19	7	7	8	125	25	121	88	216	215	81
NC101_03584	21	7	4	15	156	13	190	82	194	219	104
NC101_03585	99	33	24	44	365	71	539	264	694	582	171
NC101_03586	9	6	4	9	74	28	96	63	264	153	12
NC101_03587	1	2	0	1	20	3	39	13	53	35	4
NC101_03588	7	1	0	0	0	0	10	4	13	7	4
NC101_03589	13	6	2	10	15	7	17	4	9	23	0
NC101_03590	5	2	0	1	2	1	5	1	14	11	2
NC101_03591	0	0	0	0	4	4	13	6	11	13	6
NC101_03592	1	0	1	1	22	9	15	7	23	17	12
NC101_03593	5	3	0	7	23	6	25	3	22	17	3
NC101_03594	2	4	0	0	6	2	0	2	25	18	8
NC101_03595	75	15	10	33	198	59	153	111	284	239	34
NC101_03596	0	2	0	2	57	2	11	5	15	8	12
NC101_03597	20	3	2	9	115	12	11	7	6	5	2
NC101_03598	150	29	14	69	1230	227	132	57	97	91	143
NC101_03599	34	9	0	33	63	30	224	74	141	135	61
NC101_03600	109	64	9	79	273	145	407	155	505	506	67
NC101_03601	43	18	5	28	64	38	19	12	93	61	5
NC101_03602	77	30	8	73	142	97	41	55	200	153	31
NC101_03603	16	9	2	11	83	15	33	18	59	56	55
NC101_03604	23	4	8	16	75	22	403	513	834	756	222
NC101_03605	51	13	7	33	272	51	418	307	633	606	421
NC101_03606	287	84	54	157	827	398	1064	790	1973	1580	226
NC101_03607	29	7	9	25	214	39	229	126	346	259	65
NC101_03608	52	6	6	19	95	39	111	70	221	194	69
NC101_03609	21	3	7	19	38	17	41	29	87	73	28
NC101_03610	13	2	4	16	52	10	81	37	109	126	93
NC101_03611	39	17	10	18	184	63	306	161	355	366	306
NC101_03612	41	16	7	31	56	65	82	62	224	135	116
NC101_03613	62	26	10	60	115	122	123	99	316	245	357
NC101_03614	25	9	12	50	93	55	74	55	163	164	107
NC101_03615	283	47	22	100	585	190	872	447	1466	1107	138
NC101_03616	119	36	12	65	137	66	137	74	339	215	23
NC101_03617	341	86	45	134	762	170	1246	763	1936	1659	224
NC101_03618	37	20	9	44	293	72	228	179	370	322	121
NC101_03619	15	0	0	10	102	15	86	56	109	103	32
NC101_03620	8	0	0	5	96	7	32	35	87	73	35
NC101_03621	61	13	8	86	294	93	157	114	325	238	122
NC101_03622	233	80	26	129	1030	206	2423	1177	2385	2483	412
NC101_03623	234	90	23	68	851	129	2344	1157	2240	2531	422
NC101_03624	1206	364	140	420	3219	688	7996	4093	7628	8757	1347
NC101_03625	83	18	6	37	146	74	96	77	235	130	143
NC101_03626	2	4	0	5	17	1	21	20	59	62	14
NC101_03627	570	188	92	401	1327	419	348	210	1043	583	81
NC101_03628	31	7	0	14	70	28	32	11	71	28	58
NC101_03629	6	0	0	4	15	17	4	5	10	5	36
NC101_03630	2	2	2	4	35	9	19	5	26	20	83
NC101_03631	14	4	2	9	32	19	19	9	26	25	49
NC101_03632	3	0	1	3	16	7	16	15	21	15	30
NC101_03633	6	1	4	5	19	12	6	1	17	8	14
NC101_03634	0	0	0	2	4	0	2	8	4	0	35
NC101_03635	0	0	2	2	2	3	1	2	9	3	30
NC101_03636	31	11	4	24	51	26	26	19	54	27	67
NC101_03637	7	0	1	6	34	11	11	4	22	19	71
NC101_03638	19	4	2	10	54	35	24	15	49	33	127
NC101_03639	2	0	0	4	40	6	2	10	16	12	59
NC101_03640	19	5	2	11	35	14	27	25	34	28	77
NC101_03641	4	8	0	3	29	9	14	6	21	13	19
NC101_03642	189	71	23	78	656	170	2801	1180	2406	2632	333
NC101_03643	226	61	29	69	695	143	2873	1265	2543	2857	297
NC101_03644	230	43	25	57	638	147	2765	1207	2408	2907	304
NC101_03645	210	57	32	54	660	120	2743	1253	2256	2516	306
NC101_03646	122	33	19	26	486	103	1743	839	1645	1813	220
NC101_03647	121	44	13	35	463	91	1424	717	1343	1490	201
NC101_03648	213	45	27	43	513	78	1801	896	1442	1783	221
NC101_03649	513	112	54	97	1309	278	4018	2045	4145	4078	461
NC101_03650	141	24	16	18	242	57	813	423	894	889	70
NC101_03651	286	75	19	60	435	99	1164	596	1172	1108	124
NC101_03652	426	74	73	64	507	192	980	583	945	1034	91
NC101_03653	285	114	33	167	1071	293	2715	1312	2812	2617	281
NC101_03654	180	50	21	85	570	166	1950	960	1593	1897	249
NC101_03655	331	73	39	102	977	232	2788	1330	2593	2897	458
NC101_03656	231	68	35	95	719	164	2213	1080	1952	2280	429
NC101_03657	230	95	37	86	745	154	2349	1133	2023	2356	342
NC101_03658	287	79	37	83	820	174	2492	1263	2264	2554	412
NC101_03659	243	67	32	69	510	110	1583	857	1436	1520	220
NC101_03660	265	62	44	54	549	121	1826	935	1830	1885	249
NC101_03661	77	19	6	27	123	44	347	197	384	368	41
NC101_03662	592	162	56	122	1011	200	2727	1317	2586	2720	353
NC101_03663	1726	454	194	491	3022	934	7620	4269	7419	7899	1203
NC101_03664	254	78	27	75	520	160	1364	846	1350	1420	283
NC101_03665	313	101	47	145	1127	239	2901	1639	2629	3013	565
NC101_03666	155	45	29	75	735	153	2108	1063	2008	2102	428
NC101_03667	453	149	61	197	1646	307	4599	2361	4169	4469	959
NC101_03668	686	191	71	204	2383	497	7642	3831	6524	6906	1365
NC101_03669	237	59	37	71	857	166	2394	1069	1856	2104	428
NC101_03670	56	17	4	57	222	79	109	63	196	190	76
NC101_03671	61	8	11	42	203	59	138	82	207	203	77
NC101_03672	26	11	5	18	64	35	55	16	81	60	20
NC101_03673	218	42	37	153	703	249	321	174	763	558	49
NC101_03674	157	44	13	77	222	101	269	150	429	315	161
NC101_03675	14	4	0	27	122	35	245	154	232	279	164
NC101_03676	90	26	18	47	350	79	504	324	754	720	256
NC101_03677	467	148	72	276	584	319	712	418	1152	909	237
NC101_03678	112	39	16	63	153	149	159	125	363	252	41
NC101_03679	303	75	33	186	388	288	349	271	672	479	75
NC101_03680	296	142	40	172	348	274	428	276	640	488	116
NC101_03681	24	11	1	17	163	58	135	96	224	187	81
NC101_03682	73	25	21	55	234	78	210	167	304	272	152
NC101_03683	5	1	2	8	34	7	41	40	74	47	35
NC101_03684	63	9	15	44	159	62	181	130	433	295	129
NC101_03685	89	31	1	60	263	110	282	189	511	483	89
NC101_03686	24	9	7	10	132	21	80	20	58	62	66
NC101_03687	15	7	2	2	89	19	33	28	64	47	29
NC101_03688	120	35	12	32	270	53	226	112	502	349	82
NC101_03689	18	8	0	18	160	33	178	112	305	279	59
NC101_03690	61	21	4	83	107	45	100	60	137	116	35
NC101_03691	104	42	13	55	387	85	580	284	754	697	148
NC101_03692	17	7	3	11	95	18	54	28	89	85	91
NC101_03693	34	10	10	23	95	30	72	38	119	123	98
NC101_03694	15	6	4	15	60	36	50	19	105	88	46
NC101_03695	33	10	0	40	94	36	87	67	192	143	53
NC101_03696	301	88	42	98	271	230	120	81	276	190	27
NC101_03697	273	86	38	75	185	182	80	58	189	88	28
NC101_03698	29	13	5	11	134	33	123	61	135	133	98
NC101_03699	20	4	2	20	58	22	45	16	102	87	29
NC101_03700	90	27	7	54	289	71	150	57	180	330	98
NC101_03701	130	32	14	34	353	80	680	382	772	830	189
NC101_03702	92	35	12	91	372	106	928	452	979	1023	456
NC101_03703	6	0	0	3	67	10	165	72	204	213	99
NC101_03704	30	6	5	18	184	29	357	191	422	418	142
NC101_03705	45	38	6	15	248	47	384	216	494	520	79
NC101_03706	22	12	4	24	171	48	355	199	448	476	120
NC101_03707	211	73	35	140	994	247	966	655	1107	1306	253
NC101_03708	287	74	38	155	1130	298	880	701	1638	1470	167
NC101_03709	291	85	33	199	1578	370	2492	1556	3176	3424	481
NC101_03710	110	39	21	79	597	138	1141	576	1337	1272	162
NC101_03711	68	21	16	44	245	103	470	244	550	576	106
NC101_03712	0	0	0	2	1	0	10	5	5	12	0
NC101_03713	99	58	14	42	434	106	1135	569	1425	1341	127
NC101_03714	113	43	14	71	526	127	750	349	787	770	135
NC101_03715	531	99	67	314	1167	385	1467	934	2015	1805	230
NC101_03716	112	18	9	41	323	108	438	211	450	566	67
NC101_03717	67	17	14	33	225	60	562	284	526	572	59
NC101_03718	201	64	31	104	928	182	2143	1137	2123	2372	207
NC101_03719	522	193	44	112	996	262	3191	1628	3619	3687	404
NC101_03720	94	19	22	42	219	78	461	278	734	614	65
NC101_03721	70	10	9	39	246	85	213	182	410	396	248
NC101_03722	129	16	9	59	384	90	406	258	607	497	102
NC101_03723	169	54	20	114	279	159	290	227	713	426	38
NC101_03724	0	0	0	0	0	0	0	0	0	0	0
NC101_03725	27	11	9	18	67	37	80	77	166	133	91
NC101_03726	181	117	37	60	289	89	610	374	724	1247	362
NC101_03727	47	7	0	35	119	31	161	94	205	177	424
NC101_03728	197	56	26	52	240	97	327	179	516	360	219
NC101_03729	4	11	1	3	38	0	64	34	74	78	123
NC101_03730	19	0	0	4	33	9	38	28	71	57	160
NC101_03731	498	169	72	158	361	165	623	274	619	611	146
NC101_03732	92	27	14	80	432	140	202	132	427	380	256
NC101_03733	149	40	19	59	191	126	244	179	436	404	63
NC101_03734	9	0	0	2	30	10	94	62	119	124	64
NC101_03735	5	5	0	4	24	4	97	43	76	101	86
NC101_03736	5	0	0	4	15	6	31	20	34	32	32
NC101_03737	202	50	29	73	274	188	828	497	1077	898	251
NC101_03738	124	39	19	46	451	99	506	247	568	544	195
NC101_03739	76	17	13	23	223	83	221	99	317	214	114
NC101_03740	11	4	4	8	44	15	54	24	56	47	19
NC101_03741	485	140	57	262	736	467	512	418	1311	899	77
NC101_03742	583	173	69	200	800	346	972	536	2235	1285	71
NC101_03743	23	13	7	11	126	18	95	53	185	104	25
NC101_03744	44	18	4	27	313	66	496	185	569	502	56
NC101_03745	5	0	0	0	35	4	63	34	62	67	34
NC101_03746	3	0	0	2	7	2	9	9	30	17	102
NC101_03747	2	2	2	0	5	7	5	3	12	7	82
NC101_03748	20	6	4	17	44	14	31	14	71	52	172
NC101_03749	0	0	0	0	2	0	3	0	1	0	15
NC101_03750	0	2	0	0	3	2	1	2	0	6	64
NC101_03751	0	0	0	0	0	0	2	0	0	0	52
NC101_03752	6	6	0	12	19	10	6	0	29	5	103
NC101_03753	49	15	6	23	185	63	153	97	210	214	102
NC101_03754	243	60	18	82	410	129	336	188	533	423	135
NC101_03755	154	21	20	83	222	134	191	80	288	190	118
NC101_03756	87	22	14	51	190	37	300	137	413	236	70
NC101_03757	27	8	2	33	162	35	52	68	149	108	252
NC101_03758	131	20	27	73	196	118	122	82	138	100	56
NC101_03759	74	30	13	22	91	52	95	46	127	97	49
NC101_03760	69	12	5	20	81	34	130	94	195	213	103
NC101_03761	56	24	9	37	234	92	471	239	687	478	104
NC101_03762	24	16	7	8	177	26	343	155	360	298	59
NC101_03763	71	31	14	144	119	139	300	162	538	429	572
NC101_03764	27	1	5	10	107	26	140	77	371	229	228
NC101_03765	35	34	4	64	217	55	302	196	506	351	75
NC101_03766	107	22	17	58	162	40	499	161	329	310	155
NC101_03767	77	17	12	33	111	58	342	125	242	300	121
NC101_03768	481	170	65	259	220	357	244	130	544	398	52
NC101_03769	1174	331	152	299	1437	662	4190	2847	6011	7014	2508
NC101_03770	135	25	16	77	110	90	121	108	254	206	1568
NC101_03771	495	165	82	187	504	277	1717	1009	1782	2180	1830
NC101_03772	467	113	73	185	451	264	1405	822	1552	1852	1228
NC101_03773	224	52	24	65	560	123	1457	738	661	1111	2471
NC101_03774	428	86	64	116	1155	295	3085	1438	1437	2378	5454
NC101_03775	95	20	14	58	272	109	536	218	360	500	1342
NC101_03776	45	4	7	28	63	35	102	57	105	95	49
NC101_03777	0	0	0	0	2	6	9	3	5	12	99
NC101_03778	2	0	0	2	4	10	7	0	6	7	59
NC101_03779	6	9	2	12	39	7	22	14	49	40	141
NC101_03780	39	19	4	39	99	61	97	50	162	111	69
NC101_03781	37	9	3	14	89	47	70	75	167	155	44
NC101_03782	36	1	4	9	78	33	63	69	200	146	7
NC101_03783	79	27	3	45	163	62	179	101	294	234	40
NC101_03784	3	1	0	2	5	4	3	5	10	4	14
NC101_03785	2	4	0	5	22	3	17	18	40	32	24
NC101_03786	8	5	2	15	33	16	21	16	36	31	35
NC101_03787	230	57	29	51	357	91	284	214	485	395	37
NC101_03788	38	15	6	23	139	38	107	48	154	112	17
NC101_03789	27	17	0	12	87	15	107	59	126	91	33
NC101_03790	13	4	0	3	30	6	35	18	38	33	5
NC101_03791	9	4	2	7	33	17	41	19	66	51	24
NC101_03792	1309	184	126	424	1460	806	1220	715	1482	1636	850
NC101_03793	500	75	70	357	539	527	594	326	887	861	511
NC101_03794	3300	1190	485	1609	2331	1706	2846	2032	3809	3889	1144
NC101_03795	442	107	41	101	1070	363	770	484	1157	1203	263
NC101_03796	356	95	32	205	979	329	736	416	1133	1054	323
NC101_03797	103	33	8	80	455	165	261	145	530	412	152
NC101_03798	116	28	7	67	440	139	336	184	528	503	119
NC101_03799	109	12	7	65	488	137	432	240	590	587	220
NC101_03800	139	22	31	55	287	105	239	153	394	369	126
NC101_03801	114	16	14	35	380	83	313	159	454	468	152
NC101_03802	129	29	17	51	461	112	339	247	586	436	145
NC101_03803	94	23	7	19	271	78	187	134	320	310	95
NC101_03804	109	32	13	31	446	70	364	226	595	542	180
NC101_03805	119	20	9	30	424	81	314	209	547	485	106
NC101_03806	736	275	97	376	1121	631	946	678	1625	1162	250
NC101_03807	79	12	11	31	160	77	167	79	220	194	48
NC101_03808	342	77	24	110	434	239	408	258	756	478	108
NC101_03809	140	40	17	78	326	123	280	172	520	306	93
NC101_03810	589	92	84	170	664	378	597	515	1078	827	62
NC101_03811	9	0	0	8	28	4	25	22	45	36	24
NC101_03812	14	4	2	9	58	21	81	37	148	111	61
NC101_03813	13	13	0	11	42	4	16	18	63	41	75
NC101_03814	24	11	2	12	26	24	66	52	128	126	51
NC101_03815	13	8	2	2	32	13	33	34	82	82	29
NC101_03816	12	1	2	6	17	10	28	31	86	71	40
NC101_03817	20	7	3	22	31	14	36	32	73	59	29
NC101_03818	1184	434	260	896	232	373	702	568	767	363	105
NC101_03819	49	16	3	19	79	48	72	61	152	114	233
NC101_03820	11	1	5	4	36	8	58	46	100	89	219
NC101_03821	0	2	2	2	14	5	36	12	67	63	266
NC101_03822	3	2	3	4	10	8	20	7	50	53	137
NC101_03823	44	16	6	25	60	55	81	51	175	198	142
NC101_03824	1	0	0	2	13	2	1	2	5	5	193
NC101_03825	0	0	2	0	9	2	5	5	8	7	501
NC101_03826	67	15	10	18	124	50	66	28	90	48	170
NC101_03827	83	6	4	25	239	101	23	43	25	41	127
NC101_03828	139	26	19	39	309	168	44	119	62	73	94
NC101_03829	32	10	0	6	92	32	27	53	32	41	43
NC101_03830	68	28	7	63	234	99	198	125	236	265	203
NC101_03831	25	13	7	28	269	55	346	106	282	343	469
NC101_03832	12	4	3	8	78	20	96	51	90	115	100
NC101_03833	55	18	6	15	132	45	136	86	233	187	153
NC101_03834	181	86	30	156	1080	277	1049	553	1275	1353	380
NC101_03835	200	64	25	127	849	233	955	550	1220	1191	218
NC101_03836	40	20	1	28	236	39	355	166	406	418	98
NC101_03837	40	28	6	24	306	65	399	222	435	528	125
NC101_03838	13	11	2	7	113	36	142	78	215	139	48
NC101_03839	11	0	2	13	90	11	109	86	109	161	87
NC101_03840	10	10	3	18	61	22	49	29	61	65	29
NC101_03841	176	71	35	121	178	142	196	75	279	172	44
NC101_03842	49	17	4	66	96	99	132	44	181	143	27
NC101_03843	48	1	7	15	138	30	41	25	89	59	58
NC101_03844	32	3	3	8	53	13	31	9	59	29	13
NC101_03845	12	7	4	2	51	24	72	10	65	38	30
NC101_03846	2	0	0	0	10	3	19	2	14	11	5
NC101_03847	12	2	0	2	45	14	130	27	66	50	38
NC101_03848	31	3	0	4	61	21	123	21	63	48	30
NC101_03849	24	4	0	2	67	21	171	24	78	84	43
NC101_03850	51	8	0	4	98	21	172	31	102	94	36
NC101_03851	107	15	3	82	288	153	272	100	295	211	69
NC101_03852	50	2	3	8	121	47	172	41	148	102	73
NC101_03853	40	6	5	16	149	44	200	61	104	104	67
NC101_03854	38	2	0	2	63	19	37	9	39	20	11
NC101_03855	28	0	1	12	87	34	58	28	42	42	7
NC101_03856	202	42	15	104	587	276	267	252	404	302	25
NC101_03857	131	48	19	67	390	123	1340	1243	1587	2035	93
NC101_03858	32	8	4	10	125	28	657	536	632	766	20
NC101_03859	158	26	18	47	216	92	214	163	522	358	25
NC101_03860	22	3	6	8	76	14	43	23	46	53	4
NC101_03861	27	11	5	8	107	19	90	34	103	138	16
NC101_03862	18	7	2	12	140	29	294	155	297	304	106
NC101_03863	13	0	2	13	125	26	176	124	156	165	66
NC101_03864	39	10	2	14	199	42	177	112	181	209	47
NC101_03865	390	73	28	202	1330	348	1188	751	1500	1502	267
NC101_03866	118	30	8	81	448	145	600	310	773	579	108
NC101_03867	360	180	62	345	1749	528	4651	2140	4523	3962	408
NC101_03868	20	7	0	22	286	40	85	47	165	158	39
NC101_03869	125	39	12	114	1156	274	148	103	470	382	72
NC101_03870	5	4	0	13	27	23	13	7	24	13	58
NC101_03871	0	1	0	5	11	6	1	7	16	14	48
NC101_03872	2	0	0	0	2	1	2	0	4	0	35
NC101_03873	392	102	35	77	310	156	303	115	361	254	50
NC101_03874	625	58	39	304	1054	391	441	249	904	705	292
NC101_03875	13253	1251	1469	3586	7800	5044	2056	1384	4188	3926	1634
NC101_03876	1	2	0	2	7	6	8	6	15	13	51
NC101_03877	10	5	0	4	26	12	14	13	32	17	112
NC101_03878	58	24	2	27	131	43	128	54	176	90	148
NC101_03879	65	18	12	51	151	87	176	97	227	198	99
NC101_03880	1028	166	118	315	1676	705	1244	741	1803	1648	170
NC101_03881	41	2	2	22	138	75	134	70	132	149	64
NC101_03882	32	17	2	14	121	35	89	66	162	111	49
NC101_03883	86	11	14	14	29	23	22	19	73	69	5
NC101_03884	76	11	2	30	133	74	148	207	375	320	43
NC101_03885	29	5	8	7	81	41	91	142	248	183	21
NC101_03886	88	13	12	29	155	112	245	429	593	592	79
NC101_03887	28	10	3	29	201	67	106	77	224	226	81
NC101_03888	918	645	167	422	1908	775	1466	1049	2811	2237	482
NC101_03889	54	14	1	18	65	29	44	30	121	50	40
NC101_03890	18	4	3	18	80	29	70	19	73	68	88
NC101_03891	13	9	3	6	29	15	22	19	58	53	30
NC101_03892	45	11	6	20	95	25	71	36	115	84	36
NC101_03893	480	108	59	190	447	288	558	402	1121	830	133
NC101_03894	32	14	0	15	69	38	116	38	210	136	39
NC101_03895	7	3	0	5	27	6	32	21	65	54	31
NC101_03896	4	2	4	4	61	11	65	42	96	103	40
NC101_03897	101	18	12	50	384	125	304	166	495	415	189
NC101_03898	100	37	13	38	372	85	519	277	760	656	128
NC101_03899	99	105	19	108	110	91	121	65	157	137	88
NC101_03900	96	102	11	114	63	80	105	57	141	123	142
NC101_03901	66	44	15	94	287	121	166	87	261	251	106
NC101_03902	20	9	1	17	90	26	123	71	190	202	77
NC101_03903	7	0	2	8	70	9	116	38	153	105	49
NC101_03904	23	10	4	7	52	17	55	36	96	56	48
NC101_03905	12	4	1	4	61	14	58	23	75	73	40
NC101_03906	48	7	1	55	152	81	64	42	107	137	102
NC101_03907	721	108	34	187	800	288	411	226	651	753	107
NC101_03908	742	161	46	312	1376	496	864	496	1182	1555	381
NC101_03909	469	119	47	294	996	549	500	311	656	1027	344
NC101_03910	520	88	55	292	542	453	369	199	409	738	277
NC101_03911	205	49	25	111	545	185	388	381	560	829	284
NC101_03912	9	1	1	0	52	13	38	24	38	61	58
NC101_03913	9	2	3	1	64	16	45	42	48	86	105
NC101_03914	33	9	6	20	164	33	81	49	118	99	162
NC101_03915	21	5	4	18	344	36	87	53	188	182	282
NC101_03916	28	5	0	32	167	42	405	134	467	386	114
NC101_03917	21	8	5	3	79	11	109	53	114	112	76
NC101_03918	4	2	2	8	46	13	68	28	110	87	52
NC101_03919	13	2	0	6	36	11	69	29	87	55	27
NC101_03920	46	18	11	23	110	58	183	89	326	263	103
NC101_03922	8	3	2	7	58	20	41	24	90	66	76
NC101_03923	5	10	2	15	26	19	89	55	183	171	148
NC101_03924	4	0	4	3	23	15	22	30	47	50	94
NC101_03925	0	0	0	0	2	0	3	0	1	2	39
NC101_03926	21	4	2	10	60	10	45	29	55	47	48
NC101_03927	7	1	0	2	15	4	10	15	16	14	34
NC101_03928	10	2	2	11	56	15	58	31	89	131	51
NC101_03929	25	7	3	4	92	14	68	52	113	121	78
NC101_03930	15	15	2	16	83	22	125	64	150	123	97
NC101_03931	51	7	6	14	113	38	117	33	173	125	126
NC101_03932	7	4	2	10	14	8	5	0	26	3	45
NC101_03933	5	0	2	6	13	6	10	8	8	8	25
NC101_03934	0	0	0	8	15	8	25	15	21	11	32
NC101_03935	0	0	0	0	0	0	0	0	0	0	3
NC101_03936	3	0	0	11	14	0	15	14	33	32	5
NC101_03937	3	0	2	3	1	1	0	0	2	2	9
NC101_03938	11	4	0	6	16	12	12	11	39	21	19
NC101_03939	23	11	1	9	72	27	35	21	66	70	195
NC101_03940	521	35	35	52	293	141	828	695	1267	753	398
NC101_03941	6	1	2	3	17	19	63	38	53	57	26
NC101_03942	21	5	7	3	47	16	162	101	158	160	167
NC101_03943	76	31	12	31	87	42	33	29	72	44	165
NC101_03944	64	25	3	36	70	36	28	30	93	59	219
NC101_03945	20	6	0	22	126	43	111	69	112	102	379
NC101_03946	34	14	7	31	200	35	256	145	341	313	1021
NC101_03947	16	15	4	29	126	41	135	75	154	208	578
NC101_03948	184	38	19	94	388	148	449	336	674	645	349
NC101_03949	22	1	0	5	63	12	77	49	83	71	45
NC101_03950	3	4	0	4	10	4	3	0	4	9	15
NC101_03951	8	0	0	6	46	26	45	19	55	56	114
NC101_03952	36	9	4	27	95	54	39	13	91	79	62
NC101_03953	43	20	2	34	208	60	70	38	194	128	82
NC101_03954	41	27	3	12	132	42	68	45	98	101	73
NC101_03955	13	0	0	3	44	9	21	16	12	12	25
NC101_03956	0	1	0	1	10	0	1	2	2	1	0
NC101_03957	13	6	4	7	43	15	24	13	34	33	53
NC101_03958	27	8	3	18	52	36	84	35	240	120	50
NC101_03959	21	10	4	20	42	19	48	17	88	62	12
NC101_03960	63	21	8	17	226	37	159	68	108	84	35
NC101_03961	7	1	3	2	95	14	35	17	47	32	13
NC101_03962	72	22	12	57	510	95	178	167	228	219	52
NC101_03963	42	15	0	17	244	50	131	74	136	127	52
NC101_03964	5	0	0	2	66	7	11	12	16	11	64
NC101_03965	4	0	0	0	13	4	2	0	8	4	76
NC101_03966	29	9	5	2	26	17	38	35	36	28	215
NC101_03967	1	1	0	4	12	6	5	4	8	11	45
NC101_03968	0	0	0	0	2	2	2	0	0	0	16
NC101_03969	5	2	0	0	4	3	9	6	3	0	34
NC101_03970	11	2	0	12	25	9	13	8	26	16	21
NC101_03971	3	2	0	2	4	2	4	0	12	5	53
NC101_03972	0	0	0	0	2	1	2	1	0	1	19
NC101_03973	22	0	0	13	15	6	6	9	16	18	88
NC101_03974	7	3	0	0	10	5	12	7	3	6	74
NC101_03975	9	0	0	2	19	15	5	2	14	6	50
NC101_03976	3	0	1	8	14	7	7	8	24	21	44
NC101_03977	5	2	0	6	31	12	9	14	19	25	13
NC101_03978	16	8	6	30	314	44	59	38	100	73	133
NC101_03979	15	1	5	20	847	103	23	18	33	56	30
NC101_03980	102	24	21	62	253	120	117	58	219	186	110
NC101_03981	110	61	2	17	157	51	78	53	167	150	394
NC101_03982	141	68	11	37	185	48	114	103	170	218	389
NC101_03983	15	4	2	2	27	8	30	19	32	25	20
NC101_03984	26	10	4	19	128	26	87	71	121	100	39
NC101_03985	0	2	0	4	11	0	45	38	54	34	21
NC101_03986	2	4	0	2	19	6	47	38	50	25	15
NC101_03987	9	7	0	18	120	20	336	201	263	241	101
NC101_03988	9	12	0	7	100	12	246	143	200	150	64
NC101_03989	9	15	3	11	114	13	193	162	207	193	23
NC101_03990	319	175	39	93	730	187	1039	766	1497	953	129
NC101_03991	13	7	0	6	17	16	23	12	26	27	91
NC101_03992	5	0	0	5	33	6	35	26	55	28	142
NC101_03993	0	52	0	1	3	7	0	2	2	1	59
NC101_03994	4	48	2	15	28	17	7	2	36	26	216
NC101_03995	6	11	2	10	25	4	15	7	30	19	104
NC101_03996	20	10	2	15	103	38	70	22	116	103	77
NC101_03997	8	6	0	6	37	9	90	108	218	286	133
NC101_03998	38	8	8	35	170	36	274	233	509	664	217
NC101_03999	2	0	0	2	3	0	14	2	14	5	17
NC101_04000	72	15	10	35	180	55	239	122	290	304	93
NC101_04001	18	4	0	8	68	18	47	30	72	71	49
NC101_04002	2	2	0	11	33	9	16	12	25	26	57
NC101_04003	2	0	0	2	7	2	3	0	6	4	35
NC101_04004	8	6	2	17	59	12	32	15	72	62	214
NC101_04006	70	22	8	31	151	26	39	18	187	104	43
NC101_04007	131	77	20	82	272	111	107	72	252	193	47
NC101_04008	81	23	10	60	251	96	479	185	598	576	114
NC101_04009	67	23	12	65	246	111	391	193	500	478	123
NC101_04010	187	67	14	47	410	144	532	276	695	570	129
NC101_04011	36	8	5	23	118	41	120	58	115	148	64
NC101_04012	248	96	12	82	751	196	1266	475	1372	1303	308
NC101_04013	10	7	0	2	13	7	19	9	19	20	34
NC101_04014	62	25	6	25	103	38	56	40	123	90	25
NC101_04015	578	229	86	469	582	534	666	368	1135	886	87
NC101_04016	48	18	5	32	59	57	751	1016	1194	1213	38
NC101_04017	122	60	24	55	118	107	75	34	81	69	13
NC101_04018	1608	266	179	609	692	984	816	486	481	586	38
NC101_04019	648	93	74	218	292	412	330	204	238	326	12
NC101_04020	1060	148	121	406	426	612	497	266	478	524	21
NC101_04021	727	121	64	277	351	514	407	222	326	341	52
NC101_04022	161	28	30	92	83	127	140	64	111	84	37
NC101_04023	2	1	5	5	83	26	170	71	141	177	19
NC101_04024	48	2	4	8	98	32	89	66	134	128	15
NC101_04025	603	64	79	151	1069	303	656	383	972	631	43
NC101_04026	30	10	0	29	83	43	100	46	136	92	112
NC101_04027	93	47	4	32	97	62	66	54	128	118	46
NC101_04028	25	10	2	4	19	13	315	21	28	31	60
NC101_04029	5	2	0	8	27	13	194	20	35	61	45
NC101_04030	833	271	61	897	645	1251	919	511	868	922	281
NC101_04031	52	21	6	98	131	208	157	110	139	210	77
NC101_04032	126	44	26	131	208	95	264	174	639	462	71
NC101_04033	128	16	11	60	230	80	265	176	510	419	79
NC101_04034	209	35	22	163	325	208	406	202	766	492	53
NC101_04035	76	32	12	42	355	71	281	140	407	371	46
NC101_04036	656	187	77	199	479	266	1027	579	1855	1524	91
NC101_04037	102	26	25	64	156	171	52	33	94	56	20
NC101_04038	46	10	4	13	87	88	16	22	31	21	12
NC101_04039	113	44	17	97	383	246	57	49	141	64	39
NC101_04040	469	104	81	181	787	444	65	73	181	143	33
NC101_04041	144	66	19	100	772	148	1103	455	1640	1194	46
NC101_04042	39	10	6	27	124	49	58	46	133	88	42
